,teacher,heart,reviewer,date,kinds,content_title,review_title,content,rated
0,이하영,3668,조*혁,23.11.06,41,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,혹시 해설지도 있을까요,답지에 답만 표기가 되어있어서 혹시 해설지는 있는지 여쭈어봅니다,5점
1,이하영,3668,이*은,23.11.01,81,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,하영쌤 그동안 정말 너무너무 감사했습니다:),"올해 3월부터 다시 수능을 준비하면서 제대로 차근차근 기초부터 다시 다지자는 마음으로 하영쌤의 전지적 출제자 시점부터 수특 수완 그리고 파이널 체크포인트까지 차근차근 쌤 커리를 따라왔는데
제일 좋은 점은 객관적으로 높은 점수는 아니더라도 저한텐 낮지 않은, 그리고 안정적인 점수 확보가 가능해졌다는 거에요!
어려운 문제도 단서 찾는 연습 계속 하면서 나아지고 있고 쌤의 친절한 해설과 손풀이가 정말 많은 도움이 됐습니다ㅠㅠ
올해 제일 감사하다고 말씀드리고 싶은 쌤이 하영쌤이에요!ㅎㅎㅎ 
수강후기에 가끔 글 남길때마다 쌤께서 너무너무 다정한 말들로 저를 응원해주셔서 같이 수능을 향해 달려주고 계시는 것 같은 기분이 들었거든요ㅠㅠ
덕분에 수험생활도 지치지 않고 힘내서 달려갈 수 있었습니다! (저 쌤이 써주신 답글 캡쳐해서 힘나고 싶을 때마다 봐요!ㅎㅎ)
파이널 체크포인트로 마지막 점검 마무리 하고 좋은 모습으로 수능 이후에 다시 찾아뵈러 오고 싶습니다!ㅎㅎㅎ
제 목표는 공통 1~10번 다 맞추기, 11~15중 2개 맞추기, 16~19 다 맞추기, 확통 다 맞추기에요! 꼬옥 목표 점수 받을 수 있길…!!",5점
2,이하영,3668,배*우,23.10.28,161,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,답지 12페이지에 오류가 있는 것 같습니다.,"2024 6모 12번인데요.
답지 파일에는 정답이 2번이라고 되어 있는데 실제 모의평가 해설 강의랑 비교해 보니 정답은 5번이었습니다. 확인 부탁드려요~^^",스페셜
3,이하영,3668,최*지,23.10.23,144,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,문제 오류 수정 부탁드립니다!,an이 an+1로 바뀌어야 해요…!,5점
4,이하영,3668,최*영,23.10.23,105,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,선생님 조언 부탁드리겠습니다!,"하영쌤 안녕하세요! 저는 타 학생들보다 늦게 공부를 시작한 학생입니다.
하영쌤의 수능개념을 시작으로 수능특강에 이어 현재는 수능완성을 공부하고 있습니다.
수능 공부가 너무 오랜만인 상태에서 7월부터 공부를 시작하는 바람에 수능완성을 끝내는 시기가 11월 초가 될 거 같은데,
수능완성을 끝낸 이후에 파이널 체크포인트(수1, 2, 확통)를 들으며 기출문제와 연계교재 중 중요문제를 푸는 게 좋을지, 아니면 만점마무리 봉투 모의고사를 구입하여 조금이라도 다양한 유형의 문제를 더 접하는 게 좋을지 고민이 되어 선생님의 고견을 듣고자 수강후기를 빌려 글을 작성하게 되었습니다.

답변에 도움이 되실 거 같아 제 현재 성적과 목표, 취약점을 남깁니다!

현재 저는 4등급이며, 현역 때는 2-3등급을 유지했었습니다.
남은 시간 최대한 노력하여 2등급 이상을 목표로 하고 있습니다.
문제에 적용할 특정 아이디어를 떠올리는 게 어려워서 4점짜리 문제를 틀리곤 합니다.
수능완성을 끝내면 수능까지 얼마 남지 않아, 위 두 가지 선택사항 중 하나를 택해야 할 거 같습니다.

2009 교육과정 세대라 바뀐 것도 많고 오래 전 수능이라 잊어버린 것도 너무 많았는데 선생님 덕분에 문제가 다시금 풀리는 경험들을 하고 있습니다! 정말 감사합니다.
현역 때도 ebs에서 선생님 강의를 들었었는데, 올해도 라인업에 계신 걸 보고 너무 반가워서 바로 수강신청 했었습니다ㅎㅎㅎ 어쩜 강산이 변해가는 세월에도 실력은 물론이고 미모도 그대로이신지요...
항상 감사합니다 선생님!!!",5점
5,이하영,3668,김*현,23.10.22,243,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,하영쌤 늘 감사합니다!!!,"드디어 파이널 체크 포인트까지 왔네용...!! 전 지난 겨울방학부터 전지적 출제자 시점으로 선생님을 뵈었었는데.. 이렇게 시간이 빨리 많이 흘러가다니..!!! 이제 막바지라서 연계교재도, 기출문제도 다시 봐야할 것 같고 또 실전모의고사로 연습도 해야하는 상황이라 머릿속이 복잡했는데, 선생님께서 만들어주신 자료로 딱 정리가 되니까 너무너무 좋습니다.. ㅠㅠ 정말 유용해요!!! 사실 다 풀어봤던 문제들인데, 그래서 문제 해설을 해주시는게 아니라 해당 문제에서 알아야 할 포인트만 딱 짚어주시니까 더더욱 효율적이면서 아는 것도 많이 쌓여가는 것 같습니다!! ㅎㅎ 제가 꼭 이 파이널 체크포인트로 더 열심히 해서! 수능 때... 인생 최고 등급을 욕심내보도록 하겠습니다 히히 반드시 좋은 결과 내도록 하겠습니다! 감사합니다!!! ",5점
6,이하영,3668,이*호,23.10.21,131,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,선택과목(확률과 통계) 질문 해도 될까요...?,"선생님 이전에도 말씀드렸는데요 제가 문과라 어쩔 수 없이 확통을 골랐지만 중학교 때부터 도형 다음으로 싫어했던 부분이 확통이었어서 공통과목인 수학 1, 수학 2에 비해 제대로 공부를 안 했었어요 그래도 이러다간 수능 때 진짜 큰일나겠다 싶어 연계교재(수특은 level 2까지)와 2점, 3점 기출문제들을 풀었더니 확통에서 23-27번까지는 맞출 수 있게 됐답니다(자랑도 할 만한 걸 해야죠 그쵸?) 물론 9평에선 시간관리를 잘못하느라 23, 24번밖에 못 풀었지만요;; (28번은 찍어서 맞았어요) 

1. 그래서 지금이라도 확통 4점 문항들을 공부해서 수능 때 28-30번 중 하나라도 맞춰 볼까 싶은데 선생님께서는 어떻게 생각하시는지 여쭤 봐도 될까요? (그냥 포기하고 확통에선 2점, 3점만 확실하게 맞자 vs 4점도 좀 쉽게 나오는 건 도전해 보자) 만약 아직 늦지 않았다면 4점 문제를 풀기위해 어떤 공부를 더 해야 할까요? (수특 level 3 문제들도 풀어 본다, 확통 기출문제들 중 4점짜리들만 골라 푼다 이 정도 생각이 나는데 다른 방법들이 더 있다면 추천해주실 수 있을지 궁금해요)

2. 그리고 제가 지금까지는 공통과목의 2, 3점 해결(오지선다형+단답형)-> 공통과목의 4점 도전(해 볼만 한 것들만 살살 건드리는 느낌으로, 9평에선 뒤쪽이 더 쉬운 것 같아 아예 단답형인 20-22번도 시원하게 뚫었죠 ㅋㅋ)-> 확통의 2, 3점 해결(23-27) 이렇게 시험을 봤는데요 공통이랑 선택과목 다 통틀어 2, 3점 문제들을 다 풀고 4점 문제들(공통, 선택)을 만나는 게 나을까요?

3. 마지막으로 선택과목도 문항번호와 난이도가 꼭 비례하지는 않는 쪽으로 트렌드가 바뀌었나요? (올해 9평부터 공통에서는 오지선다형과 단답형 문항 중 가장 난도가 높은 편에 속했던 15과 21, 22번 문항이 굉장히 쉬워졌는데 선택과목도 그런지요?)

참고로 6평에서는 확통을 23, 24, 26, 27 이렇게 네 문제, 9평에서는 23, 24, (28) 이렇게 두 문제 풀었어요 (28번은 운이 따라 준 거였으니...)

언제나 좋은 강의 많이 찍어 주시고 친절하고 정성 가득한 답변 남겨주셔서 고맙습니다 ♡",5점
7,이하영,3668,김*준,23.10.20,121,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,문제 오류 있습니다.,수열 파트 15페이지에 2023학년도 대학수학능력시험 15번 문제애 a n+2로 되어있어야 하는데 a n+1 로 되어있네요.. 수정 부탁드립니다.,스페셜
8,이하영,3668,정*형,23.10.20,72,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,지수함수와 로그함수 - 24학년도 6월 7번 답지,답 3번인데 4번으로 나와요,5점
9,이하영,3668,김*혜,23.10.19,147,[2024 파이널 체크포인트] 수학Ⅰ·수학Ⅱ,문제 오류 입니다.,2강 삼각함수 24년 6월 모평 6번 문제에 (-) 기호가 빠져 있습니다. 자료에 나온대로 풀면 정답이 4번이고 원래 (-)기호가 들어가면 정답이 2번이 됩니다.  ,5점
