,teacher,heart,reviewer,date,kinds,content_title,review_title,content,rated
0,차현우,1508,박*수,23.08.21,64,[2024 만점마무리] 미적분,수강후기,많은 도움이 되었습니다. 감사합니다.,스페셜
1,차현우,1508,유*연,23.08.17,51,[2024 만점마무리] 미적분,강의 좋아요,기본적인 문제풀이만이 아니라 기억해두면 좋을만한 개념과 친절한 설명이 마음에 듭니다 수1 수2 만점 강의 듣다가 귀에 잘 들어오지 않아 미적분부터 듣는데 확실히 다르네요 ,5점
2,차현우,1508,김*정,23.08.14,29,[2024 만점마무리] 미적분,수강,수강 중 이예요,5점
3,차현우,1508,김*정,23.08.13,32,[2024 만점마무리] 미적분,시작,시작해요,5점
4,차현우,1508,마**숑,23.07.25,221,[2024 만점마무리] 미적분,2강 28번 답이 2/5..인것 같은데요..,수식 계산..재확인 부탁드려요,스페셜
5,차현우,1508,변*윤,23.07.20,134,[2024 만점마무리] 미적분,선생님께 ),"선생님 즐거운주말/저녁보내세요.ㅎ)
선생님 오늘도 즐거운 하루보내세요. )",5점
6,차현우,1508,박*재,23.08.24,120,[2024 수능완성] 차현우의 수학+미적분,Goat........차현우인가 마법사 최현우인가,"선생님...몇년뒤면 대기업에 계실 것 같은 풀이와 실력이네요...물론 이비에스도 대기업이겠다만....와....항상 1타1타 소리에 휘둘려서 그런 강사님들만 보다가 선생님을 수완 덕에 봽게됐는데
진짜 훌륭하십니다....제 ebs 강사님들의 인식을 완전히 바꿔주셨어요 
앞으로도 멋진 강의력 기대할게요!",5점
7,차현우,1508,송*성,23.08.09,33,[2024 수능완성] 차현우의 수학+미적분,완강,중간중간 어려운 문제 인강 들었는데 좋아요,5점
8,차현우,1508,s********e,23.08.04,50,[2024 수능완성] 차현우의 수학+미적분,2달 앞두고 시작,"정말 오랜만에 수능을 준비합니다.


선생님과 저 둘다 파이팅입니다.



이번 6평/9평에서 주목할 문제 아이디어등이 무엇이 있을까요?




미적분 선택자입니다. :)",5점
9,차현우,1508,안*현,23.08.02,38,[2024 수능완성] 차현우의 수학+미적분,스마트 수학의 진수,"차현우 선생님의 강의 특히 수능완성은 스마트수학의 진수 입니다 

보배같은 강의 만들어 주셔서 감사합니다 선생님 믿고 끝까지 달려가겠습니다

항상 감사드립니다 ",5점
10,차현우,1508,이*영,23.07.30,47,[2024 수능완성] 차현우의 수학+미적분,수완 끝났어요,"수특이랑 다른 n제들과도 병행하면서 조금 늦어졌지만 잘 끝냈어요
양질의 강의 감사합니다 쌤 풀이가 제일 좋았어요",5점
11,차현우,1508,김*훈,23.07.21,146,[2024 수능완성] 차현우의 수학+미적분,정말 잘 가르치시네요,"너무 잘 가르치셔서 따로 학원을 운영하시거나 인강 사이트 소속이시거나 궁금해서 찾아봤는데 알고보니 인강 대표 강사셨네요. 헉, 

실전 스킬과 꼼꼼한 개념이 같이 있어서 현 수능에 가장 적합한 강좌가 아닐까 생각이 듭니다.

저도 대치랑 많은 학원을 가봤지만 그 중에서 거의 손에 꼽을 정도로 잘 가르치시는 것 같습니다. ",5점
12,차현우,1508,다*,23.07.17,77,[2024 수능완성] 차현우의 수학+미적분,감사합니다,"완강했습니다:)
실전에 맞는 풀이법 많이 알려주셔서 좋았습니다
특히 강약조절할 부분 알려주셔서 많은 도움 되었습니다.
복습 여러 번 해서 좋은 결과 얻어보겠습니다!
감사합니다!!",스페셜
13,차현우,1508,손*원,23.09.22,120,[2024 수능완성] 차현우의 수학+미적분,차현우 선생님 감사합니다,"선생님 감사합니다
이번에 수능완성으로 미적분을 거의 처음으로 정리하다시피 공부하였는데, 선생님의 도움이 정말 컸습니다.
유형편에서부터 차근차근 알려주시고, 수능기조까지
알려주시니 도움이 많이 됐습니다.
차분하게 또 웃으면서 설명해주시니 계속 듣고 싶은 마음이 생겼고
충분히 고민하다 정 모르는 문제가 있으면 선생님의
해설강의를 보았는데 명쾌하게 이해가 되어 너무 좋았습니다.
실전편은 다소 저에게 어려웠으나 선생님의 설명을 듣고 제 실력이 많이 발전된 느낌을 받아 뿌듯했습니다.
선생님을 수능완성 커리에서 처음 알게 된 것이 아쉬울 정도로 너무 감사드리고 이번 미적분 편에서 선생님께 배운 것을 토대로 좋은 성적 내보겠습니다. 정말 감사합니다.",베스트
14,차현우,1508,송*웅,23.08.16,115,[2024 수능완성] 차현우의 수학+미적분,선생님 질문드립니다!!!!!!!,"실전모의고사 2회 21번 강의도중에

관련기출 여러개를 말씀해 주시는데

부정방정식 관련 기출알려주시는 부분 말고,

이 문제 관한 아이디어가 제작년 기출에 나왔다고 하셨는데,


작년 6월모평 15번을 말씀하신 건가요?

이렇게 감소하는 몇개 증가하는 몇개 각각 개수 지정해서 원래 값으로 돌아가는 풀이를 처음봐서 무슴 기출 말씀하시나 찾아봤는데 

작년 6평 15번 문제 풀때 항상 나열부터 했는데 

이렇게 풀어보니깐 훨씬 직관적이고 간단한거 같아서요

자세한 설명 부탁드립니다! 


+수험생활이 길어지다보니 매년 연계교재때 선생님 강의만 봤는데 꼭 올해까지만 보도록 허겠읍니다 ㅜ",베스트
15,차현우,1508,김*배,23.07.10,189,[2024 수능완성] 차현우의 수학+미적분,다 좋은데.....,수열의 극한 부분을 들으려 했는데 수열의 극한(!)이라고 써져있는 영상에는 정적분의 활용 내용이 담겨져있네요... 빠른 수정 부탁드리겠습니다. ,5점
16,차현우,1508,김*정,23.07.05,83,[2024 수능완성] 차현우의 수학+미적분,미적분,친절한 강의에 감사드립니다,스페셜
17,차현우,1508,구*모,23.06.28,446,[2024 수능완성] 차현우의 수학+미적분,별로 좋은지 모르겠음,본인은 모르거나 살짝 애매하고 불만족스럽게 풀면 강의를 보는 편임 이강의는 보면 문제의 조건이 왜 그렇게 되는지도 설명을 안해주고 당연히 그러면 내가 왜 이렇게 생각했어야 하는지 조차 알수 없음 수능완성‘강의’가 아닌 just 해설 답지를 말로 해주는것과 다름이 없는 강의 같다 ,3점
18,차현우,1508,김*정,23.06.05,119,[2024 수능완성] 차현우의 수학+미적분,수강,수강합니다,5점
19,차현우,1508,황*성,23.06.02,133,[2024 수능완성] 차현우의 수학+미적분,안녕하세요!,"선생님께서 하신 수특부터 수완까지 달려온 고3 입니다!
선생님의 깔끔한 풀이가 너무 멋져서 여기까지 왔습니다!!
앞으로도 열심히 공부해서 반드시 이번 수능 수학 만점 쟁취해보갰습니다!!",5점
