,teacher,heart,reviewer,date,kinds,content_title,review_title,content,rated
0,김소연,1112,김*정,23.10.16,10,[2024 만점마무리] 기하,수강,수강합니다    ,5점
1,김소연,1112,변*윤,23.07.20,170,[2024 만점마무리] 기하,선생님께 ),"선생님 저*윤이에요.
선생님 즐거운주말/저녁보내세요.~^^~
선생님 금요일
즐거운저녁도 보내세요.
항상더위조심하세요. )",5점
2,김소연,1112,이*아,23.03.25,337,[2023학년도 고3 3월 학력평가 해설] 수학,"잘 들었습니다, 그러나 민재쌤.. ㅠ","미적분 강의 잘 들었습니다! 

근데 언매 선택해서 그런지는 모르겠는데

'되어집니다' 라는 표현이 쪼금 불편하네요 ㅋㅋㅋ큐ㅠㅠㅜ

이중피동이라 '됩니다' 라고 하시는 게 맞아요..

수학강의에서 뭐하나 싶지만.. ㅋㅋㅋ

모두모두 강의 감사합니다!!",5점
3,김소연,1112,김*현,23.04.17,341,[2024 수능특강] 김소연의 기하,안녕하세요. 기하를 처음 공부하는데..,"안녕하세요. 올해 수능에서 기하를 선택하려고 하지만, 공부하는게 처음이에요. 조금 늦은 것 같아서 불안한데 수능 개념을 봐야할지 수능특강을 봐야할지 모르겠어요. 처음 공부하는데 어느 강좌를 봐야할까요.",5점
4,김소연,1112,이*기,23.03.06,175,[2024 수능특강] 김소연의 기하,선생님 안녕하세요,"선생님 안녕하세요

대학을 다니다가 목표가 생겨 수능을 준비하고 있는 N수생입니다
기하선택자는 아니지만 선생님 예전에 해설강의를 보고 너무 좋아하게 되어서 정말 팬입니다  

올해도 선생님께서 기하만 수업만 하셔서 속상합니다 
하반기에는 ebs모의고사 공통과목도 꼭 좀 수업해주셨으면 좋겠어요

저는 올해 초에 잇올재수독학학원에서 공부하고있고
학습방법에 대해 선생님께 상담을 받고 싶어 글을 남깁니다

이번에 공부를 시작할 때 작년수능으로 집에서 풀었을 때 2등급대 성적이였고 찍어서 맞힌문제들도 있습니다
실제 못푼 문항들은 공통 14 15 22 미적 28 29 30 이렇게 6문항입니다
나머지 문항들은 풀어서 맞혔습니다

내신이 좋은편이여서 수시로 의대 지원을 생각하고 있습니다
최저등급을 맞추려면 수학 2등급이 지원은 되지만 안정권은 1등급입니다
그래서 목표등급은 1등급입니다

제일 궁금한건 어느정도의 양의 문제집을 풀어야하는지 궁금합니다
<제가 9월 평가원전까지 풀려고계획하고 있는 책>
<수능특강-수능완성-4주특강고난도-기출의미래-파이널모의고사>
이렇게 ebs수능교재라인입니다


커뮤니티에 어떤학생의 글을 봤는데 그 학생이 수능준비하며 풀었던 문제집양이
제가 계획한 양보다 훨씬 많은 양이였습니다 
""내가 너무 적은 문항수만 풀고 1등급 받으려는 안일한 마음을 가지고있나"" 이런 의구심이 저에게 생겼습니다


상위권 학생들은 메가, 대성, 시대인재북스에서 나오는N제등을 필수처럼 많이 풀고있던데요
학원에서 주변학생들도 이런N제들을 많이 보고있습니다


물론 문제집은 많이 풀수록 좋고, 
누가 어떤방식으로 어떻게 공부하는지가 더 중요한 것도 알고 있습니다
수험생입장이 되니까 선생님처럼 전문가가 상한선을 정해주면 불안한 마음을 덜 가지고 
공부에 더 집중할 수 있을거같습니다


제가 9월까지 계획한 문제집이 수능준비하기 부족한 양인지  
이외에 가능하면 N제 교재들을 사서 많은 문항들을 더 풀어보는게 좋을지 궁금합니다
그리고 선생님께서 추천하시는 제 성적에 맞는 9월까지 학습방법 상담을 부탁드립니다 선생님 ",5점
5,김소연,1112,박*나,23.03.02,205,[2024 수능특강] 김소연의 기하,수능개념,수특 강좌가 가장 최신 강좌셔서 여기에 글 남겨요. 수능개념 2024 기하 공부 중인 학생인데 쌍곡선 단원부터 문제 풀이 자료가 안 올라와있어서 풀이가 맞는지 확인할 수가 없어서요. 안 풀어주신 문제가 많은데 빨리 올려주실 수 있으실까요? 강의 잘 보고 있습니다!,5점
6,김소연,1112,변*윤,23.03.01,120,[2024 수능특강] 김소연의 기하,선생님께 ),(~선생님 즐거운주말/저녁보내세요~^^~),5점
7,김소연,1112,김*현,23.02.02,240,[2024 수능특강] 김소연의 기하,소연쌤~~~,선생님 저 2017년도에 대수능을 친 선생님 애제자 대현이에요. 선생님 저 이번에 가슴통증과 감기가 심하게 걸린 와중에도 포기하지 않고 끝까지 열심히 공부해서 사회복지사1급시험을 쳤는데 과락기준은 넘겼는데 총점기준을 넘지 못해서 아깝게 떨어졌어요. 그래도 저번시험에서는 마지막 과목에서 과락이 나왔는데 이번에는 안나왔으니 희망을 가지고 다시 한 번 도전해보려고여. 선생님 끝까지 저를 지켜봐 주세여. 사랑해여~~~,5점
8,김소연,1112,최*우,23.07.06,282,[2024 수능개념] 김소연의 '기초부터 만점까지 기하',2022 강좌가 더 좋은 거 같아요 ㅠㅠ (노베기준),"(작년 강좌는  안들어서 모르겠어요)
2022교재랑 비교해보면 많이 두꺼워 졌는데 강좌수는 똑같다 보니까 각각 설명하는 내용들의 깊이가 너무 얕아진 거 같아요ㅜ
그래서 2022강좌랑 병행해서 듣고 있어요.. 2022 강좌에서는 20분 설명 하는 거 2024강좌에서는 5분 설명하고 그러네요..(예를들어 벡터의 분해가 그래요)
정보의 양? 자체는 2024가 많아졌을지언정 개념 자체의 깊이는 2022가 훨씬 꼼꼼하고 풍부해요..뭔가 생략 하는 게 많아졌어요.
노베분들은 진짜 2022추천해요. 
(BUT  유베는 2024가 훨씬 좋을 거에요! 이 강의도 기본적으로 띵강입니다.)",3점
9,김소연,1112,김*규,23.07.05,64,[2024 수능개념] 김소연의 '기초부터 만점까지 기하',안녕하세요 선생님,"안녕하세요
개념을 듣기에는 조금 늦은 것 같지만 그래도 선생님 덕분에 열심히 수강하고 있습니다.
문제를 많이 수록해주셔서 충분히 연습하면서 개념을 다지고 있어요.
이렇게 좋은 강의 올려주셔서 너무나 감사드려요.

문제가 많다 보니 수업 시간에 안풀어주신 문제 중에 어려운 것이 많은데..
96번부터 벡터 전까지 자료실에서 풀이를 못찾겠어요..
계속 고민했는데 풀이를 보지 못하니까 답답합니다ㅠㅠ
아직 벡터하고 있는데 혹시 이렇게 중간중간에 손글씨 풀이 안올려주신 부분은 어디서 찾을 수 있을까요??",스페셜
